drug_a,drug_b,cell_line,synergy
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000552,3.85
CC(C)Cn1cnc2c(N)nc3ccccc3c21,O=NN(CCCl)C(=O)NCCCl,ACH-000551,-12.11
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000343,-4.61
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,S=c1nc[nH]c2nc[nH]c12,ACH-000367,-1.6
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000090,-2.53
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000477,-0.9
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,ACH-000971,0.6
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000837,-8.47
O=NN(CCCl)C(=O)NCCCl,NCCCNCCSP(=O)(O)O,ACH-000477,-0.06
NC(=O)NO,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000288,2.5
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,NC(=O)NO,ACH-000046,1.02
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000649,-0.86
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000696,2.64
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,NCCCNCCSP(=O)(O)O,ACH-000768,-4.72
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,S=c1nc[nH]c2nc[nH]c12,ACH-000046,-11.59
NC(=O)NO,S=c1nc[nH]c2nc[nH]c12,ACH-000376,0.78
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,S=c1nc[nH]c2nc[nH]c12,ACH-000148,0.31
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-000148,4.42
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-000463,-2.15
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,ACH-000969,-0.28
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,ACH-000837,-6.25
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000750,-5.25
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,ACH-000433,2.53
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,NCCCNCCSP(=O)(O)O,ACH-000343,-2.59
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,ACH-000463,-0.07
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000232,3.01
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-000696,-0.32
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-000849,-0.56
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,ACH-000966,-0.79
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,NCCCNCCSP(=O)(O)O,ACH-000849,4.63
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000002,-1.84
O=c1ncnc2[nH][nH]cc1-2,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000966,1.87
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000817,6.84
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-000750,1.74
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000046,3.81
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000463,-1.39
NC(=O)NO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-000849,2.4
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000090,-0.66
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ACH-000615,-1.41
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,ACH-000651,2.28
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,ACH-000552,-0.72
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000837,-2.69
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000367,1.23
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ACH-000555,-1.78
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,O=c1ncnc2[nH][nH]cc1-2,ACH-000232,-1.77
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ACH-000649,0.83
CN(C)NN=C1N=CN=C1C(N)=O,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ACH-000579,7.61
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000615,0.6
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,NCCCNCCSP(=O)(O)O,ACH-000148,-4.97
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,ACH-000969,-8.39
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ACH-000090,1.69
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,O=c1ncnc2[nH][nH]cc1-2,ACH-000288,0.04
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,COc1c2occc2cc2ccc(=O)oc12,ACH-000148,-2.67
COc1c2occc2cc2ccc(=O)oc12,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000750,0.22
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000900,5.89
O=NN(CCCl)C(=O)NCCCl,NCCCNCCSP(=O)(O)O,ACH-000817,-3.47
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000730,0.6
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000811,-1.62
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,NC(=O)NO,ACH-000849,-5.9
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,ACH-000376,-0.59
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000768,-3.99
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,O=c1ncnc2[nH][nH]cc1-2,ACH-000148,-5.68
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000617,0.49
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,COc1c2occc2cc2ccc(=O)oc12,ACH-000615,6.3
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,ACH-000579,2.97
Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,NCCCNCCSP(=O)(O)O,ACH-000966,-1.23
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000433,-3.39
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-000681,-1.85
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,ACH-000555,20.02
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,ACH-000555,-7.11
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,ACH-000617,1.2
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000367,2.95
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=c1ncnc2[nH][nH]cc1-2,ACH-000343,-2.06
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ACH-000615,-0.52
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,ACH-000579,-3.45
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,ACH-000147,-4.23
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000376,-4.38
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,O=NN(CCCl)C(=O)NCCCl,ACH-000817,6.73
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,ACH-000425,-4.61
NC(=O)NO,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,ACH-000463,-2.07
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,COc1c2occc2cc2ccc(=O)oc12,ACH-000750,6.18
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,O=c1ncnc2[nH][nH]cc1-2,ACH-000696,0.09
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,S=c1nc[nH]c2nc[nH]c12,ACH-000552,-0.35
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,O=NN(CCCl)C(=O)NCCCl,ACH-000849,1.48
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,ACH-000367,2.87
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-000817,7.94
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000376,-1.06
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,ACH-000477,1.1
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,ACH-000900,-0.91
Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,NCCCNCCSP(=O)(O)O,ACH-000617,0.37
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000971,1.15
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,ACH-000837,1.64
NC(=O)NO,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,ACH-000579,-1.54
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000551,6.13
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,ACH-000768,1.75
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,NCCCNCCSP(=O)(O)O,ACH-000696,1.44
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,ACH-000148,-3.8
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000750,-3.3
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000971,-4.01
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,ACH-000148,-1.36
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000579,0.52
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,ACH-000343,-5.22
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000425,7.18
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,ACH-000615,0.16
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,ACH-000463,2.74
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000288,-10.15
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000090,7.36
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-000651,-3.87
O=NN(CCCl)C(=O)NC1CCCCC1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ACH-000696,-6.81
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000837,3.02
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000649,3.95
O=NN(CCCl)C(=O)NC1CCCCC1,NCCCNCCSP(=O)(O)O,ACH-000019,-3.12
O=c1ncnc2[nH][nH]cc1-2,NCCCNCCSP(=O)(O)O,ACH-000817,8.71
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,NCCCNCCSP(=O)(O)O,ACH-000997,3.52
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000615,2.88
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-000433,-3.94
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,NC(=O)NO,ACH-000997,2.37
CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-000477,11.24
O=c1ncnc2[nH][nH]cc1-2,O=NN(CCCl)C(=O)NCCCl,ACH-000730,-1.91
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000651,-1.65
COc1c2occc2cc2ccc(=O)oc12,NCCCNCCSP(=O)(O)O,ACH-000900,1.92
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000433,0.23
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,ACH-000002,1.65
COc1c2occc2cc2ccc(=O)oc12,O=NN(CCCl)C(=O)NCCCl,ACH-000367,-4.57
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000617,-0.05
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,O=NN(CCCl)C(=O)NCCCl,ACH-000750,1.43
